,text,sentiment
822,It's a long time since I was so entertained by a movie.  ,1
823,I struggle to find anything bad to say about it.  ,1
824,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1
825,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1
826,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1
827,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1
828,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1
829,Trumbull on I LOVE LUCY).  ,1
830,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1
831,See both films if you can.  ,1
832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1
833,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1
842,This movie is possibly one of the most creative works of horror ever.  ,1
843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1
844,"With great sound effects, and impressive special effects, I cant recommend this movie enough.  ",1
845,"Call me a nut, but I think this is one of the best movies ever.  ",1
846,Great character actors Telly Savalas and Peter Boyle.  ,1
858,"I won't spoil it, but the ending in pretty amazing.  ",1
859,"The best scene in the movie is at the end, but I won't spoil it.  ",1
860,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",1
861,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1
862,A film not easily forgotten.  ,1
863,"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1
864,The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1
865,"The characters are interesting, even if a bit predictable.  ",1
866,"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1
867,Great movie!  ,1
877,Linda Cardellini is the only thing good in this film.  ,1
878,She's poised and amazing.  ,1
897,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1
898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",1
899,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1
903,"There is, however, some pretty good acting (at least, for this type of film).  ",1
914,I saw this short film on HBO the other day and absolutely loved it.  ,1
915,I didn't realize how wonderful the short really is until the last two scenes.  ,1
916,Excellent short film.  ,1
917,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
926,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1
927,It was a long time that i didn't see a so charismatic actor on screen.  ,1
928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
929,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1
930,I rate this movie 9/10.  ,1
931,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
932,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
933,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1
934,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1
935,"It never condescends, all the characters have good genuine hearts and believable problems.  ",1
936,The two main characters may be two of the most believable children I ever saw put on screen.  ,1
937,"They are so easy to love, but even more easy to identify with.  ",1
938,This movie is great--especially if you enjoy visual arts.  ,1
939,The scenery that the two daughters paint and photograph are beautiful.  ,1
940,The story is also both funny and poignant at times.  ,1
941,"People who like European films and ""art movies"" will like this movie.  ",1
942,This is truly an art movie--it actually has a lot of art in it.  ,1
943,Go rent it.  ,1
944,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
945,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
946,Brilliance indeed.  ,1
947,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
948,Think of the film being like a dream.  ,1
949,Simply beautiful.  ,1
950,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1
951,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1
952,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1
956,But it picked up speed and got right to the point.  ,1
957,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1
958,I enjoyed it.  ,1
959,I have recommended it to friends.  ,1
960,I was particularly pleased with the acting ability of Dwight Schultz.  ,1
961,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
962,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
963,"The film's dialogue is natural, real to life.  ",1
964,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
965,The incredible soundtrack truly captures the essence of the film.  ,1
966,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
967,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
968,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1
969,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
970,Enough can not be said of the remarkable animation in this film.  ,1
971,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
975,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1
976,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
978,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1
979,It is a very well acted and done TV Movie.  ,1
980,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
981,I keep watching it over and over.  ,1
982,"It's a sad movie, but very good.  ",1
983,"If you have not seen this movie, I definitely recommend it!  ",1
984,"She is as lovely as usual, this cutie!  ",1
985,Still it's quite interesting and entertaining to follow.  ,1
986,;) Recommend with confidence!  ,1
987,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1
988,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1
989,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
990,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
991,Fans of the genre will be in heaven.  ,1
992,Lange had become a great actress.  ,1
993,It looked like a wonderful story.  ,1
1000,Wow... Loved this place.,1
1003,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1
1004,The selection on the menu was great and so were the prices.,1
1008,The fries were great too.,1
1009,A great touch.,1
1010,Service was very prompt.,1
1013,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1
1016,Highly recommended.,1
1021,"The food, amazing.",1
1022,Service is also cute.,1
1023,I could care less... The interior is just beautiful.,1
1024,So they performed.,1
1025,That's right....the red velvet cake.....ohhh this stuff is so good.,1
1027,"This hole in the wall has great Mexican street tacos, and friendly staff.",1
1030,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1
1032,I found this place by accident and I could not be happier.,1
1034,"Overall, I like this place a lot.",1
1035,The only redeeming quality of the restaurant was that it was very inexpensive.,1
1036,Ample portions and good prices.,1
1038,My first visit to Hiro was a delight!,1
1040,The shrimp tender and moist.,1
1043,"On a positive note, our server was very attentive and provided great service.",1
1045,The only thing I did like was the prime rib and dessert section.,1
1047,"The burger is good beef, cooked just right.",1
1048,If you want a sandwich just go to any Firehouse!!!!!,1
1049,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1050,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1
1051,He came running after us when he realized my husband had left his sunglasses on the table.,1
1052,Their chow mein is so good!,1
1054,The portion was huge!,1
1055,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1058,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
1061,This place receives stars for their APPETIZERS!!!,1
1062,The cocktails are all handmade and delicious.,1
1063,We'd definitely go back here again.,1
1064,We are so glad we found this place.,1
1065,"Great food and service, huge portions and they give a military discount.",1
1066,Always a great time at Dos Gringos!,1
1067,Update.....went back for a second time and it was still just as amazing,1
1069,A great way to finish a great.,1
1070,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1071,"- Really, really good rice, all the time.",1
1077,The sweet potato fries were very good and seasoned well.,1
1078,Today is the second time I've been to their lunch buffet and it was pretty good.,1
1083,This place has it!,1
1085,I love the Pho and the spring rolls oh so yummy you have to try.,1
1087,All I have to say is the food was amazing!!!,1
1088,Omelets are to die for!,1
1089,Everything was fresh and delicious!,1
1091,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
1093,Best breakfast buffet!!!,1
1096,Will be back again!,1
1097,Food arrived quickly!,1
1099,"On the up side, their cafe serves really good food.",1
1100,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1101,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1
1102,"Best Buffet in town, for the price you cannot beat it.",1
1103,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
1104,This is one of the better buffets that I have been to.,1
1105,So we went to Tigerlilly and had a fantastic afternoon!,1
1106,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
1107,The ambience is wonderful and there is music playing.,1
1108,Will go back next trip out.,1
1109,Sooooo good!!,1
1112,This is a really fantastic Thai restaurant which is definitely worth a visit.,1
1113,"Nice, spicy and tender.",1
1114,Good prices.,1
1115,Check it out.,1
1122,Service was fine and the waitress was friendly.,1
1123,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1124,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
1127,"Phenomenal food, service and ambiance.",1
1129,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
1131,Penne vodka excellent!,1
1132,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
1134,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
1135,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1136,I had a seriously solid breakfast here.,1
1137,This is one of the best bars with food in Vegas.,1
1139,My drink was never empty and he made some really great menu suggestions.,1
1144,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1
1145,The bathrooms are clean and the place itself is well decorated.,1
1150,My fiancé and I came in the middle of the day and we were greeted and seated right away.,1
1151,This is a great restaurant at the Mandalay Bay.,1
1154,Some highlights : Great quality nigiri here!,1
1155,the staff is friendly and the joint is always clean.,1
1156,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1
1157,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1
1158,this place is good.,1
1161,I was seated immediately.,1
1162,"Their menu is diverse, and reasonably priced.",1
1164,Restaurant is always full but never a wait.,1
1165,DELICIOUS!!,1
1166,This place is hands-down one of the best places to eat in the Phoenix metro area.,1
1169,Bacon is hella salty.,1
1171,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1
1172,The waitresses are very friendly.,1
1173,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1
1174,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1
1177,"The atmosphere is modern and hip, while maintaining a touch of coziness.",1
1178,"Not a weekly haunt, but definitely a place to come back to every once in a while.",1
1184,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1
1185,I ordered the Lemon raspberry ice cocktail which was also incredible.,1
1187,Interesting decor.,1
1188,What I really like there is the crepe station.,1
1189,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1
1190,you can watch them preparing the delicious food!),1
1191,Both of the egg rolls were fantastic.,1
1193,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1
1195,The best place to go for a tasty bowl of Pho!,1
1198,Very friendly staff.,1
1199,It is worth the drive.,1
1200,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1
1201,Food was great and so was the serivce!,1
1203,Great brunch spot.,1
1204,Service is friendly and inviting.,1
1205,Very good lunch spot.,1
1209,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1
1212,My friend loved the salmon tartar.,1
1214,Extremely Tasty!,1
1215,Waitress was good though!,1
1217,The Jamaican mojitos are delicious.,1
1219,- the food is rich so order accordingly.,1
1225,I loved the bacon wrapped dates.,1
1226,This is an unbelievable BARGAIN!,1
1227,The folks at Otto always make us feel so welcome and special.,1
1229,This is the place where I first had pho and it was amazing!!,1
1230,This wonderful experience made this place a must-stop whenever we are in town again.,1
1232,Very very fun chef.,1
1234,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
1237,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
1239,"Everyone is very attentive, providing excellent customer service.",1
1241,Now this dish was quite flavourful.,1
1246,"Seriously flavorful delights, folks.",1
1247,Much better than the other AYCE sushi place I went to in Vegas.,1
1248,The lighting is just dark enough to set the mood.,1
1250,Owner's are really great people.!,1
1252,The Greek dressing was very creamy and flavorful.,1
1254,Now the pizza itself was good the peanut sauce was very tasty.,1
1255,We had 7 at our table and the service was pretty fast.,1
1256,Fantastic service here.,1
1258,They know how to make them here.,1
1260,I hope this place sticks around.,1
1262,The restaurant atmosphere was exquisite.,1
1263,"Good service, very clean, and inexpensive, to boot!",1
1264,The seafood was fresh and generous in portion.,1
1265,"Plus, it's only 8 bucks.",1
1267,"Thus far, have only visited twice and the food was absolutely delicious each time.",1
1268,Just as good as when I had it more than a year ago!,1
1270,The Veggitarian platter is out of this world!,1
1271,You cant go wrong with any of the food here.,1
1272,You can't beat that.,1
1273,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
1274,The chefs were friendly and did a good job.,1
1276,I liked the patio and the service was outstanding.,1
1277,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
1280,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
1284,I would definitely recommend the wings as well as the pizza.,1
1285,Great Pizza and Salads!,1
1288,This place is amazing!,1
1292,"The staff is great, the food is delish, and they have an incredible beer selection.",1
1294,I didn't know pulled pork could be soooo delicious.,1
1295,"You get incredibly fresh fish, prepared with care.",1
1297,I love the fact that everything on their menu is worth it.,1
1299,The food was excellent and service was very good.,1
1300,Good beer & drink selection and good food selection.,1
1304,Good Service-check!,1
1308,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1
1309,I did not expect this to be so good!,1
1310,Fantastic food!,1
1312,The food was very good.,1
1314,"Great food for the price, which is very high quality and house made.",1
1317,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
1318,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1
1319,All the bread is made in-house!,1
1322,Service was exceptional and food was a good as all the reviews.,1
1323,"A couple of months later, I returned and had an amazing meal.",1
1324,Favorite place in town for shawarrrrrrma!!!!!!,1
1325,The black eyed peas and sweet potatoes... UNREAL!,1
1326,You won't be disappointed.,1
1327,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1
1331,"Both of them were truly unbelievably good, and I am so glad we went back.",1
1332,"We had fantastic service, and were pleased by the atmosphere.",1
1334,I love this place.,1
1335,Great service and food.,1
1338,"OMG, the food was delicioso!",1
1341,"Of all the dishes, the salmon was the best, but all were great.",1
1342,The vegetables are so fresh and the sauce feels like authentic Thai.,1
1343,It's worth driving up from Tucson!,1
1345,Pretty good beer selection too.,1
1346,"This place is like Chipotle, but BETTER.",1
1347,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
1348,5 stars for the brick oven bread app!,1
1349,"I have eaten here multiple times, and each time the food was delicious.",1
1352,Everyone is treated equally special.,1
1354,It was delicious!!!,1
1355,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
1357,As always the evening was wonderful and the food delicious!,1
1358,Best fish I've ever had in my life!,1
1359,(The bathroom is just next door and very nice.),1
1361,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
1362,Pretty cool I would say.,1
1364,Server did a great job handling our large rowdy table.,1
1367,Would come back again if I had a sushi craving while in Vegas.,1
1368,"The staff are great, the ambiance is great.",1
1369,He deserves 5 stars.,1
1372,"The dining space is tiny, but elegantly decorated and comfortable.",1
1373,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1
1375,Best tacos in town by far!!,1
1377,"In an interesting part of town, this place is amazing.",1
1381,They have great dinners.,1
1382,The service was outshining & I definitely recommend the Halibut.,1
1386,I will come back here every time I'm in Vegas.,1
1389,Def coming back to bowl next time,1
1390,"If you want healthy authentic or ethic food, try this place.",1
1391,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1
1392,"I have been here several times in the past, and the experience has always been great.",1
1393,We walked away stuffed and happy about our first Vegas buffet experience.,1
1394,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
1395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
1397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
1398,Service is perfect and the family atmosphere is nice to see.,1
1399,Cooked to perfection and the service was impeccable.,1
1403,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
1404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
1406,I'll definitely be in soon again.,1
1407,Food was really good and I got full petty fast.,1
1408,Service was fantastic.,1
1410,I don't know what kind it is but they have the best iced tea.,1
1411,"Come hungry, leave happy and stuffed!",1
1413,I can assure you that you won't be disappointed.,1
1417,I really enjoyed eating here.,1
1418,First time going but I think I will quickly become a regular.,1
1419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
1420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
1425,No complaints!,1
1426,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
1429,These are the nicest restaurant owners I've ever come across.,1
1431,We loved the biscuits!!!,1
1432,Service is quick and friendly.,1
1434,So absolutley fantastic.,1
1436,definitely will come back here again.,1
1437,I like Steiners because it's dark and it feels like a bar.,1
1438,Wow very spicy but delicious.,1
1439,"If you're not familiar, check it out.",1
1441,I'd love to go back.,1
1442,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
1444,Each day of the week they have a different deal and it's all so delicious!,1
1445,"Not to mention the combination of pears, almonds and bacon is a big winner!",1
1448,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
1449,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
1451,Food was so gooodd.,1
1456,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
1457,Nargile - I think you are great.,1
1458,Best tater tots in the southwest.,1
1459,We loved the place.,1
1461,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
1462,Im in AZ all the time and now have my new spot.,1
1464,The inside is really quite nice and very clean.,1
1465,The food was outstanding and the prices were very reasonable.,1
1468,"Love the margaritas, too!",1
1469,This was my first and only Vegas buffet and it did not disappoint.,1
1470,"Very good, though!",1
1472,Great pork sandwich.,1
1476,We enjoy their pizza and brunch.,1
1477,The steaks are all well trimmed and also perfectly cooked.,1
1478,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
1479,I LOVED it!,1
1481,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
1484,Delicious and I will absolutely be back!,1
1485,"This isn't a small family restaurant, this is a fine dining establishment.",1
1486,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
1489,How awesome is that.,1
1490,I will be back many times soon.,1
1491,The menu had so much good stuff on it i could not decide!,1
1493,CONCLUSION: Very filling meals.,1
1494,Their daily specials are always a hit with my group.,1
1496,The pancake was also really good and pretty large at that.,1
1497,"This was my first crawfish experience, and it was delicious!",1
1498,Their monster chicken fried steak and eggs is my all time favorite.,1
1499,Waitress was sweet and funny.,1
1500,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
1502,Cant say enough good things about this place.,1
1503,The ambiance was incredible.,1
1504,The waitress and manager are so friendly.,1
1510,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
1511,"Give it a try, you will be happy you did.",1
1512,By far the BEST cheesecurds we have ever had!,1
1513,Reasonably priced also!,1
1514,Everything was perfect the night we were in.,1
1515,The food is very good for your typical bar food.,1
1517,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
1519,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
1520,"Oh this is such a thing of beauty, this restaurant.",1
1521,If you haven't gone here GO NOW!,1
1524,Those burgers were amazing.,1
1527,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
1528,This was my first time and I can't wait until the next.,1
1529,The bartender was also nice.,1
1530,Everything was good and tasty!,1
1531,This place is two thumbs up....way up.,1
1532,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
1533,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
1535,An excellent new restaurant by an experienced Frenchman.,1
1537,"Great steak, great sides, great wine, amazing desserts.",1
1539,The steak and the shrimp are in my opinion the best entrees at GC.,1
1540,I had the opportunity today to sample your amazing pizzas!,1
1542,The yellowtail carpaccio was melt in your mouth fresh.,1
1545,Just spicy enough.. Perfect actually.,1
1546,Last night was my second time dining here and I was so happy I decided to go back!,1
1549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
1550,"I really do recommend this place, you can go wrong with this donut place!",1
1551,Nice ambiance.,1
1552,I would recommend saving room for this!,1
1558,All of the tapas dishes were delicious!,1
1559,I *heart* this place.,1
1562,A good time!,1
1563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
1564,Generous portions and great taste.,1
1567,Food was delicious!,1
1573,"He also came back to check on us regularly, excellent service.",1
1574,Our server was super nice and checked on us many times.,1
1577,Service was good and the company was better!,1
1578,The staff are also very friendly and efficient.,1
1579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
1583,Their steaks are 100% recommended!,1
1585,Great food and great service in a clean and friendly setting.,1
1586,"All in all, I can assure you I'll be back.",1
1588,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
1590,Great place fo take out or eat in.,1
1591,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
1592,OMG I felt like I had never eaten Thai food until this dish.,1
1595,The croutons also taste homemade which is an extra plus.,1
1597,It'll be a regular stop on my trips to Phoenix!,1
1598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
1600,I miss it and wish they had one in Philadelphia!,1
1602,They also have the best cheese crisp in town.,1
1603,"Good value, great food, great service.",1
1604,Couldn't ask for a more satisfying meal.,1
1605,The food is good.,1
1606,It was awesome.,1
1608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
1614,An absolute must visit!,1
1615,The cow tongue and cheek tacos are amazing.,1
1618,They really want to make your experience a good one.,1
1622,The grilled chicken was so tender and yellow from the saffron seasoning.,1
1624,Pretty awesome place.,1
1625,Ambience is perfect.,1
1629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
1630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
1631,The roast beef sandwich tasted really good!,1
1633,High-quality chicken on the chicken Caesar salad.,1
1635,We were promptly greeted and seated.,1
1637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
1639,This is a good joint.,1
1640,The Macarons here are insanely good.,1
1642,"Our waiter was very attentive, friendly, and informative.",1
1648,Great food.,1
1651,Great place to relax and have an awesome burger and beer.,1
1652,It is PERFECT for a sit-down family meal or get together with a few friends.,1
1654,The patio seating was very comfortable.,1
1656,Hands down my favorite Italian restaurant!,1
1657,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
1658,It was just not a fun experience.,1
1659,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
1660,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
1661,"Very convenient, since we were staying at the MGM!",1
1662,The owners are super friendly and the staff is courteous.,1
1663,Both great!,1
1664,Eclectic selection.,1
1665,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
1666,The staff was very attentive.,1
1667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
1668,"The owner used to work at Nobu, so this place is really similar for half the price.",1
1671,I promise they won't disappoint.,1
1673,What a great double cheeseburger!,1
1674,Awesome service and food.,1
1675,A fantastic neighborhood gem !!!,1
1676,I can't wait to go back.,1
1678,It's a great place and I highly recommend it.,1
1680,"I gave it 5 stars then, and I'm giving it 5 stars now.",1
1682,Dessert: Panna Cotta was amazing.,1
1683,"Very good food, great atmosphere.1",1
1684,Damn good steak.,1
1686,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
1687,"The decor is nice, and the piano music soundtrack is pleasant.",1
1688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
1689,"Good food , good service .",1
1690,It was absolutely amazing.,1
1692,will definitely be back!,1
1693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
1694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
1702,Have been going since 2007 and every meal has been awesome!!,1
1703,Our server was very nice and attentive as were the other serving staff.,1
1704,The cashier was friendly and even brought the food out to me.,1
1706,The atmosphere here is fun.,1
1708,"Service is quick and even ""to go"" orders are just like we like it!",1
1710,"That said, our mouths and bellies were still quite pleased.",1
1712,2 Thumbs Up!!,1
1714,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
1715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
1716,They have a really nice atmosphere.,1
1718,"After one bite, I was hooked.",1
1720,"Cute, quaint, simple, honest.",1
1721,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
1722,"The food was great as always, compliments to the chef.",1
1723,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
1724,Awesome selection of beer.,1
1725,Great food and awesome service!,1
1726,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
1728,The Han Nan Chicken was also very tasty.,1
1729,"As for the service, I thought it was good.",1
