,text,sentiment,clean_message
444,"Bela Lugosi was totally extraneous, intoning odd lines.  ",0,bela lugosi totally extraneous intone odd line
445,"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0,act decidely wooden though bad period universal b movie
446,"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1,like armand assante cable company summary sound interesting watched twice already probably
447,I believe the screenwriter did a good job of tying up the loose ends.  ,1,believe screenwriter good job tie loose end
448,My 8/10 score is mostly for the plot.  ,1,810 score mostly plot
449,"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1,wont say dont like spoiler dont want one believe film worth time
450,"Wow, what a bad film.  ",0,wow bad film
451,"Not frightening in the least, and barely comprehensible.  ",0,frighten least barely comprehensible
452,"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0,plot doesnt hang together act absolutely appal
453,Not even good for camp value!  ,0,even good camp value
454,"I wasn't expecting Oscar material, but this?  ",0,wasnt expect oscar material
455,You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0,youd iq particularly stupid mollusk see one come
456,This film (and I use that word loosely) is an insult to the movie-going public.  ,0,film use word loosely insult moviegoing public
457,If only someone involved with it knew how to string together narrative!  ,0,someone involve knew string together narrative
458,"This gets a 1 out of 10, simply because there's nothing lower.  ",0,get 1 10 simply there nothing low
459,"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0,one watch recently fox movie channel disappoint
460,"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0,know contract player little control script act bad script
461,"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0,victor mclaglen even bad brian donlevy almost unrecognizable
462,"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0,consider relation screen taylor stanwyck surprising little chemistry screen two
463,But the premise of the film was so ridiculous: that the President of the U.S.  ,0,premise film ridiculous president u
464,The death row scenes were entirely unmoving.  ,0,death row scene entirely unmoving
465,The only thing worse than Taylor's acting was Stanwyck's singing.  ,0,thing bad taylor act stanwycks sing
466,"Whatever the producer was going for, he missed entirely.  ",0,whatever producer go miss entirely
467,I was deeply impressed with the character he played.  ,1,deeply impressed character play
468,I knew when I saw the film that more great things were to come from this gifted actor.  ,1,knew saw film great thing come gift actor
469,"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0,cheap cheerless heist movie poor characterisation lot underbite style stoic emote think chow yun fat good tomorrow cheesy clichés thrown abandon factory ready poorly execute fly judo roll la john woo
470,Even the squibs look awful.  ,0,even squibs look awful
471,At no point in the proceedings does it look remotely like America.  ,0,point proceeding look remotely like america
472,"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0,plot derivative predictable end like mercy kill
473,The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0,awful dialogue hopeless overact everyone get shot top real waste space time
474,"I was very uneasy with how bad this movie was, but not scared at all.  ",0,uneasy bad movie scar
475,The dialogue is composed of things that make little sense.  ,0,dialogue compose thing make little sense
476,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0,30 minute footage waste show mediocre elderly actor awkwardly babble overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may make word
477,The directing is sloppy at best.  ,0,direct sloppy best
478,"Hackneyed writing, certainly, but made even worse by the bad directing.  ",0,hackneyed write certainly make even bad bad directing
479,"Of course, the acting is blah.  ",0,course act blah
480,The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0,act whole cast could put scale balance perfectly overact underact
481,"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0,finally get end wouldve great handle competent people jerry falwell
482,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,loved movie great portrayal family share ups end know special love
483,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,see many movie star jaclyn smith god one best though come 12 year ago
484,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,movie contain allstar cast love opened eye see actor havent see
485,"This movie was kind of long in length, but I enjoyed every minute of it.  ",1,movie kind long length enjoy every minute
486,Overall I rate this movie a 10 out of a 1-10 scale.  ,1,overall rate movie 10 110 scale
487,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,lifetime air enough anyone know store sell let know musthave
488,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,particularly remember sens assault strident cord music would blare little warn even less mean
489,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0,sort pap screen afternoon punish unemployed job
490,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,totally different load understatement black comedy film get see remember
491,"This movie creates its own universe, and is fascinating in every way.  ",1,movie create universe fascinate every way
492,But this movie really got to me.  ,1,movie really get
493,See it.  ,1,see
494,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,really hope team behind movie make movie continue kinda weird style
495,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,forgot cast superb trond fausa aurvåg perfect role bothersome man doesnt understand
496,This movie is a good and humorous comment on life in 2006.  ,1,movie good humorous comment life 2006
497,"I found this move beautiful, enjoyable, and uplifting.  ",1,find move beautiful enjoyable uplifting
498,"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,initially local site film film buffalo intrigued
499,Later I found myself lost in the power of the film.  ,1,later find lose power film
500,The entire audience applauded at the conclusion of the film.  ,1,entire audience applaud conclusion film
501,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,leave theater lilt step joy heart hope human race
502,Duris has a wholesome appearance and gives a fine performance.  ,1,duris wholesome appearance give fine performance
503,The rest of the cast also play well.  ,1,rest cast also play well
504,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1,cinematography noteworthy include fine view barcelona famed gaudi tower
505,About ten minutes into this film I started having second thoughts.  ,0,ten minute film start second thought
506,About half way through this film I started to dislike it.  ,0,half way film start dislike
507,"By the time the film ended, I not only disliked it, I despised it.  ",0,time film end disliked despise
508,What this film lacks is a convincing script.  ,0,film lack convince script
509,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0,script look rough draft write shoot begin finish script complete
510,"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0,thing happen character personality change plot twist occur real reason script call
511,The cast is good.  ,1,cast good
512,"For that, it's worth checking out.  ",1,worth check
513,This is probably the most irritating show I have ever seen in my entire life.  ,0,probably irritate show ever see entire life
514,It is indescribably the most annoying and idiotic show I have ever seen.  ,0,indescribably annoy idiotic show ever see
515,Everything about it is just bad.  ,0,everything bad
516,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0,could understand kind idiot would produce mess first place mention several season
517,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,script bad bad contains cheesiness unethical joke normally see rat r nc17 movie
518,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0,cast also horrible cause see really really bad actor period
519,Final Word: This Show is a real torture!!  ,0,final word show real torture
520,It is zillion times away from reality.  ,0,zillion time away reality
521,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0,watch wash machine twirl around wouldnt hurt eye much show
522,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0,rating 010 grade z note show bad even mother cast pull daughter show
523,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0,20th century fox road house 1948 quite silly noir implausible unmitigated bore movie
524,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0,full unconvincing cardboard character blandly write edward chodorov also produce surprisingly direct jean negulesco one would expect great deal
525,From here on the Widmark character turns unintentionally comical!  ,0,widmark character turn unintentionally comical
526,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0,lose marble early proceeding totally implausible unconvincing
527,And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0,isnt enough mess movie picture also mar constant use studio set indoor exterior
528,Whatever prompted such a documentary is beyond me!  ,0,whatever prompt documentary beyond
529,(very serious spoilers) this movie was a huge disappointment.  ,0,serious spoiler movie huge disappointment
530,there are so many problems i dont know where to start.  ,0,many problem dont know start
531,the cast was great.  ,1,cast great
532,"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,steve martin delivers really funny performance middleaged upper class uptight white guy
533,add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1,add betty white jean smart great cast everyone play part really well
534,but the movie makes a lot of serious mistakes.  ,0,movie make lot serious mistake
535,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0,first enough racial stereotype racial joke offend everyone
536,the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0,movie litter overt racial slur towards black cast member return white depict moron boob
537,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0,put race card aside let look major flaw film destroy latifas character
538,there is no real plot.  ,0,real plot
539,i wouldnt see this movie again for free.  ,0,wouldnt see movie free
540,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,steamboat willie amazingly important film cinema history
541,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1,second appearance mickey mouse follow silent plane crazy earlier year probably famous filmmostly groundbreaking
542,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,dont yet hear mickey speak ton sound effect music throughout filmsomething take grant huge crowd pleaser 1928
543,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,however see short 25 year amazed timeless film actually
544,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,adorable see mickey play turkey straw highly imaginative occasionally cruel way
545,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1,clever real crowdpleaserthis film still rank among mickey best film even 80 wonderful year
546,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,bipolarity ruthless thug one minute ruthless killer next minute luvs diaper commercial completely unconvincing
547,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0,im terribly disappointed film would receive many award accolade especially far deserve work film
548,The original Body and Soul (1947) is a masterpiece.  ,1,original body soul 1947 masterpiece
549,"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1,john garfield ann revere lilli plmer william conrad canada leeand film one great cinematographer ever grace screenjames wong howe
550,I don't think there are any redeeming qualities in this remake.  ,0,dont think redeem quality remake
551,This may be the only bad film he ever made.  ,0,may bad film ever make
552,So bad...well...it's just bad.  ,0,badwellits bad
553,"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,movie solid example bad plot bad idea way
554,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0,shame see good actor like thomerson james make live mess like
555,I thought it was bad.  ,0,thought bad
556,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,film terrible credit 1986 version watchable
557,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0,let start problemsthe act especially lead professor bad
558,The script is a big flawed mess.  ,0,script big flaw mess
559,The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0,best example dumb write establish turn zombiestudents back human remove necklace contain piece meteorite
560,"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,director paul matthew also wrotedirected weak 1995 monster movie grim clearly doesnt know pace film
561,The movie is terribly boring in places.  ,0,movie terribly boring place
562,The lighting is awful.  ,0,light awful
563,The film looks cheap and bland.  ,0,film look cheap bland
564,One of the most disappointing aspects is the lack of notable gore.  ,0,one disappointing aspect lack notable gore
565,"This convention never worked well in the past, and certainly doesn't work here.  ",0,convention never work well past certainly doesnt work
566,The visual effects were AWFUL.  ,0,visual effect awful
567,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0,cg open sequence space look like could create microsoft slideshow god sake
568,"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,explosion gas tank end awful
569,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,okay like consider fair critic ill give credit credit duethe creature effect actually pretty cool
570,"Gotta love those close-ups of slimy, drooling teeth!  ",1,get ta love closeup slimy drool teeth
571,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,sum film breeder terrible cheaply make horror movie avoid like ebola virus
572,Not recommended.  ,0,recommend
573,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,almost unbearable watch screen little charisma terrible comedic timing
574,"Aside from it's terrible lead, this film has loads of other debits.  ",0,aside terrible lead film load debit
575,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,understand suppose cheap popcorn comedy doesnt mean completely insult intelligence write incredibly hackneyed border offensive
576,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,lewis black considerable talent waste incendiary unrestrained pg13 rating certainly wont allow
577,The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,film sole bright spot jonah hill look almost unrecognizable fan recent superbad due amount weight lose interim
578,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,originality freshness first movie spend remake little else offer
579,The budget was evidently very limited.  ,0,budget evidently limit
580,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,reflect cast also belowpar script borrow much earlier classic
581,"However, here there was no decent acting, action or location work to balance things up.  ",0,however decent act action location work balance thing
582,Filmiing was less expansive.  ,0,filmiing less expansive
583,It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,fail convey broad sweep landscape great part original
584,Generally; it just lacked imagination.  ,0,generally lack imagination
585,Not recommended.  ,0,recommend
586,Is it possible for a movie to get any worse than this?  ,0,possible movie get bad
587,There is no plot here to keep you going in the first place.  ,0,plot keep go first place
588,"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,even woman finally show sign improvement expect thing happen time film might far asleep
589,"Beware: this is not a trashy cult movie, this is trash -period!  ",0,beware trashy cult movie trash period
590,I can't believe there's even a sequel to this!  ,0,cant believe there even sequel
591,Which is precisely why I am giving it such a bad review!  ,0,precisely give bad review
592,"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,90 child truly enjoy show proudly say enjoy big time even classical wb cartoon
593,"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,tiny toon keep 90 vibe deliver one popular funny underrate cartoon ever create
594,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1,memory murky say enjoy every single episode product relate show
595,"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,easily none cartoon make laugh tender way get dark sitcom orient teenager
596,The characters were all funny and had the peculiarity of not having a true lead character.  ,1,character funny peculiarity true lead character
597,Every single character was hilarious and deserved to be called a lead.  ,1,every single character hilarious deserve call lead
598,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,every element story top excessively phony contrive painful sit
599,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,line seem write fifteen year old though try oh hard sound like fifteen year old would really um know well talk
600,Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,perabo nice energy level obviously comfortable front camera
601,There is simply no excuse for something this poorly done.  ,0,simply excuse something poorly do
602,I saw this movie and I thought this is a stupid movie.  ,0,saw movie think stupid movie
603,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,even stupid think idea volcano los angeles
604,"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,honest unbelievable nonsense foolish
605,"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,conclusion bother movie volcano los angeles nothing nonsense
606,The story line is just awful!  ,0,story line awful
607,It's just painful!  ,0,painful
608,And the accents are absolutely abysmal!  ,0,accent absolutely abysmal
609,There's also enough hypocrisy in this film to make me vomit.  ,0,there also enough hypocrisy film make vomit
610,Don't waste your time watching this rubbish non-researched film.  ,0,dont waste time watch rubbish nonresearched film
611,I believe that Pitch Black was done well.  ,1,believe pitch black do well
612,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,character interest want find longer movie go think people surprise doesnt make
613,Go watch it!  ,1,go watch
614,Omit watching this.  ,0,omit watch
615,VERY funny!  ,1,funny
616,My rating: just 3 out of 10.  ,0,rating 3 10
617,The characters are interesting and you really care for them.  ,1,character interest really care
618,"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,instant classic great soundtrack catchy song end credit
619,Don't miss it.  ,1,dont miss
620,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,masterful piece filmmaking many theme simmer occasionally boil wart study poet bohemian selfindulgent wartime year span aerial bombardment london outward tranquillity welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism selfsacrifice
621,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,mature subtle script suggest occasionally brings dramatic focus underlie tension well serve perfect performance apart odd inappropriate smile keira knightley prone though perhaps direction time character often mention
622,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,exquisite visual composition moment inventive elegant use closeup camera angle light include pointillistic faux home movie footage wonder joy behold
623,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,continuously beautiful look bertolucci relationship convince narrative engage master work
624,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,basic premise waste since sideline inexplicable focus documentary crew
625,"Regardless, the film fails on most levels.  ",0,regardless film fails level
626,Avoid at all costs.  ,0,avoid cost
627,"I saw this film over Christmas, and what a great film it was!  ",1,saw film christmas great film
628,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,think errol flynn brilliant custer since become favourite actor
629,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,act alongside olivia de havilland brilliant end fantastic
630,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,always know errol flynn brilliant actor dad favourite actor grow watch film child
631,But it wasn't until I watched this film that I realised how great he actually was.  ,1,wasnt watch film realise great actually
632,I'll give this film 10 out of 10!  ,1,ill give film 10 10
633,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,know jim oconnor energetic nobody could much george well dull
634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,really didnt seem want host voiceovers monotonous didnt get involve guest
635,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,lovely little thriller hitchcock lot nice shenanigan surround murder spy kidnap child nasty church foreign plot random taxidermist
636,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,jimmy stewart ever great hero hitchcock story rip along cool climax embassy function lack brood menace hitchcock black white lowbudget original
637,Nevertheless yet another wonderful film from the great master's stable.  ,1,nevertheless yet another wonderful film great master stable
638,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,say film excellently produce tops rating typical sci fi film
639,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,excellently produce one scifis best producer scot vandiver
640,"But it is entertaining, nonetheless.  ",1,entertain nonetheless
641,It's a campy sort of film that's a joy to watch.  ,1,campy sort film thats joy watch
642,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,there barely bore moment film plenty humorous part
643,The cast is always entertaining as usual.  ,1,cast always entertain usual
644,"Overall, a delight!  ",1,overall delight
645,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,movie mindbendingly awful couldnt even create
646,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,film lack real scare tension medical terminology use throughout bit iffy say least say insulin dependant diabetic
647,The least said about the acting the better.  ,0,least say act better
648,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,movie excellent job reveal complexity task incredible challenge face south africa
649,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,believe every one see movie think people outside south africa understand past attempt truth reconciliation process
650,Nothing short of magnificent photography/cinematography in this film.  ,1,nothing short magnificent photographycinematography film
651,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,act fantastic story seamlessly woven together dog splendid must rent view see
652,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,dont afraid subtitle worth little aversion therapy 1010
653,Excellent performance.  ,1,excellent performance
654,There still are good actors around!  ,1,still good actor around
655,Also great directing and photography.  ,1,also great direct photography
656,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,true shakespear must shakespear fan
657,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,macbeth jason connery move tear final monolog brief candle outhe give sphere moral decay dark force human face make interest
658,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil
659,"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,love death decay shakespears lyric one
660,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,witty delightful adaptation dr seuss book brilliantly animate upas fine thoroughly deserve academy award
661,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,special mention make superb music score sound effect integral element help make memorable enjoyable cartoon
662,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,however paul schrader indeed make film mishima superb complex
663,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,also notable john bailey fine crisp beautifully color cinematography great production design costume eiko ishioka go memorable costume coppolas dracula receive well deserve oscar
664,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,even allow poor production value time 1971 format kind miniseries baaaaaad
665,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,unless youre visually collect extant film austens work skip one
666,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,watch however small consolation actress play anne sister wonderful job role
667,It is not good.  ,0,good
668,"Speaking of the music, it is unbearably predictably and kitchy.  ",0,speak music unbearably predictably kitchy
669,Then the film just dropped the ball.  ,0,film drop ball
670,This is a stunning movie.  ,1,stun movie
671,Raw and sublimely moving.  ,1,raw sublimely move
672,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,felt like grip intelligent stage play without overly theatrical feel one actually get watch people stage play everyones terror white lie escalate monstrous consequence
673,All of the main players are mesmerising.  ,1,main player mesmerise
674,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,tom wilkinson break heart end everyone elses judge amount fumble hanky hand go face among male female alike
675,Julian Fellowes has triumphed again.  ,1,julian fellowes triumph
676,He's a national treasure.  ,1,he national treasure
677,GO AND SEE IT!  ,1,go see
678,This is an excellent film.  ,1,excellent film
679,The aerial scenes were well-done.  ,1,aerial scene welldone
680,It was also the right balance of war and love.  ,1,also right balance war love
681,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,film give mean phrase never history human conflict much owe many
682,Kris Kristoffersen is good in this movie and really makes a difference.  ,1,kris kristoffersen good movie really make difference
683,A good film by a great director!  ,1,good film great director
684,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,definitely one good documentary see look family relationship marriage
685,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,many continuity error one user comment different car garage joes glassesthe one get fact joes facial hair configuration seem change scene scene
686,This is just a great movie.  ,1,great movie
687,10 out of 10 stars.  ,1,10 10 star
688,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,cant see movie inspiration anyone come overcome fear rejection
689,It's so bad it's actually worth seeing just for that reason.  ,0,bad actually worth see reason
690,Punishment Park is a brilliant piece of cinema.  ,1,punishment park brilliant piece cinema
691,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,shot southern california desert use patent faux documentary style watkins create film like
692,This is one of Peter Watkins most accessible films.  ,1,one peter watkins accessible film
693,I advise you to look out for it.  ,1,advise look
694,You wont regret it!  ,1,wont regret
695,Highly recommended A+  ,1,highly recommended
696,Well... Just if you keep thinking how bad it is.  ,0,well keep thinking bad
697,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,mediocre miserable hollow laughable predictable piece garbage
698,It's a case of 'so bad it is laughable'.  ,0,case bad laughable
699,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,bad performance play angela bennett computer expert home time
700,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,film nothing pretext show ridiculous action scene
701,How awful she is!  ,0,awful
702,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,still bad actress repeat robotic face move picture
703,"The results, well, are a shame.  ",0,result well shame
704,DELETE this film from your mind!  ,0,delete film mind
705,One of the worst shows of all time.  ,0,one bad show time
706,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,show would begin smart as ed comment would totally wall uncalled
707,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,fat computer geek unbelievable bible thumper badass girl actor
708,Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,never hear except cole totally unbelievable part
