,text,sentiment,clean_message
632,I'll give this film 10 out of 10!  ,1,ill give thi film 10 out of 10
635,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,love littl thriller from hitchcock with lot of nice shenanigan surround a murder spi a kidnap child a nasti church a foreign plot and some random taxidermist
636,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,jimmi stewart be a ever a great hero for hitchcock the stori rip along to it cool climax at an embassi function but it lack the brood menac of hitchcock black and white lowbudget origin
637,Nevertheless yet another wonderful film from the great master's stable.  ,1,nevertheless yet anoth wonder film from the great master stabl
638,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,i have to say that thi film be excel produc and top the rate a a typic sci fi film
639,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,excel produc by one of scifi best produc scot vandiv
640,"But it is entertaining, nonetheless.  ",1,but it be entertain nonetheless
641,It's a campy sort of film that's a joy to watch.  ,1,it a campi sort of film that a joy to watch
642,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,there bare a bore moment in the film and there be plenti of humor part
643,The cast is always entertaining as usual.  ,1,the cast be alway entertain a usual
644,"Overall, a delight!  ",1,overal a delight
648,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,thi movi do an excel job of reveal the complex of the task and the incred challeng face south africa
649,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,i believ everi one should see thi movi a i think few peopl outsid of south africa understand it past and what be be attempt in the truth and reconcili process
650,Nothing short of magnificent photography/cinematography in this film.  ,1,noth short of magnific photographycinematographi in thi film
651,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,the act be fantast the stori be seamlessli weav togeth and the dog be splendid a must rent view or see
652,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,dont be afraid of subtitl it worth a littl avers therapi 1010
653,Excellent performance.  ,1,excel perform
654,There still are good actors around!  ,1,there still be good actor around
655,Also great directing and photography.  ,1,also great direct and photographi
656,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,veri true to shakespear and a must for all shakespear fan
657,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,macbeth jason conneri move me to tear with hi final monolog out brief candl outh give the sphere of moral decay and dark forc a human face which make it the more interest
658,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,helen baxendal be a veri credibl ladi macbeth who can be veri cheerful at time and sometim she just look like a naughti girl but deadli in her tast for blood and evil
659,"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,if you love death and decay and shakespear lyric thi be the one
660,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,thi be a witti and delight adapt of the dr seuss book brilliantli anim by upa finest and thoroughli deserv of it academi award
661,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,special mention should be make of the superb music score and sound effect which be an integr element in help to make thi such a memor and enjoy cartoon
662,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,howev paul schrader have inde make a film about mishima that be both superb complex
663,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,also notabl be john bailey fine crisp beauti color cinematographi and the great product design costum by eiko ishioka who go on to do the memor costum for coppola dracula for which she receiv a well deserv oscar
666,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,if you do watch it howev there be small consol the actress play ann sister each do a wonder job with their role
670,This is a stunning movie.  ,1,thi be a stun movi
671,Raw and sublimely moving.  ,1,raw and sublim move
672,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,it felt like a veri grip intellig stage play but without the overli theatric feel one actual get from watch peopl on a stage which play on everyon terror of a white lie escal to monstrou consequ
673,All of the main players are mesmerising.  ,1,all of the main player be mesmeris
674,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,tom wilkinson break my heart at the end and everyon el judg by the amount of fumbl for hanki and hand go up to face among male and femal alik
675,Julian Fellowes has triumphed again.  ,1,julian fellow have triumph again
676,He's a national treasure.  ,1,he a nation treasur
677,GO AND SEE IT!  ,1,go and see it
678,This is an excellent film.  ,1,thi be an excel film
679,The aerial scenes were well-done.  ,1,the aerial scene be welldon
680,It was also the right balance of war and love.  ,1,it be also the right balanc of war and love
681,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,the film give mean to the phrase never in the histori of human conflict have so much be owe by so mani to so few
682,Kris Kristoffersen is good in this movie and really makes a difference.  ,1,kri kristoffersen be good in thi movi and realli make a differ
683,A good film by a great director!  ,1,a good film by a great director
684,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,thi be definit one of the good documentari i have see look at famili relationship and marriag
686,This is just a great movie.  ,1,thi be just a great movi
687,10 out of 10 stars.  ,1,10 out of 10 star
690,Punishment Park is a brilliant piece of cinema.  ,1,punish park be a brilliant piec of cinema
691,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,shot in the southern california desert use hi patent faux documentari style watkin creat a film like no other
692,This is one of Peter Watkins most accessible films.  ,1,thi be one of peter watkin most access film
693,I advise you to look out for it.  ,1,i advis you to look out for it
694,You wont regret it!  ,1,you wont regret it
695,Highly recommended A+  ,1,highli recommend a
712,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,stanwyck and morgan be perfectli cast in what be in mani way a modern equival of dicken christma carol in it sensibl
713,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,the success of the film depend on the cast of sydney greenstreet a the alexand yardley charact
714,The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,the attract set use throughout most of the film be an eyepleas gem
727,The transfers are very good.  ,1,the transfer be veri good
728,Very nice and relaxing late night viewing.  ,1,veri nice and relax late night view
729,The movie is full of wonderful dancing (hence the title!  ,1,the movi be full of wonder danc henc the titl
730,") some great music, and terrific scenery.  ",1,some great music and terrif sceneri
731,"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,it handl some tough issu with digniti and grace and of cours have shock spoiler here
732,") a happy, wonderful, feel good ending!  ",1,a happi wonder feel good end
733,"The point is the journey, a journey that touches every member of the family.  ",1,the point be the journey a journey that touch everi member of the famili
734,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,it one of the movi i need to see whenev it come on tvnever mind the fact that i alreadi have it memor
740,I just saw this film and I recommend it.  ,1,i just saw thi film and i recommend it
741,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,it have a veri good plot it hold your complet attent the act be superb tom wilkinson be fantast and emili watson be also veri good
742,"A very good film indeed, about great and unconditional love.  ",1,a veri good film inde about great and uncondit love
743,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,tom wilkinson charact be a man who be not prepar for the ordeal that be about to begin but he take the matter in hand a the stori progress and thi great actor give a perform that make you feel the charact anguish and suffer
744,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,emili watson charact be veri strong and she have onli to give a quick glanc and you understand everyth
745,"Despite the pans of reviewers, I liked this movie.  ",1,despit the pan of review i like thi movi
746,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,in fact i like it good than interview with a vampir and i like thi lestat stuart townsend good than cruis attempt
747,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,aailiyah be pretti good a akasha in place compel her first entranc and mini danc scene
748,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,im a big fan of thi seri mostli due to ann rice style sensit and treatment
749,I guess I liked the details of his dysfunction--he was believable.  ,1,i guess i like the detail of hi dysfunctionh be believ
751,But I thought his acting was skilled.  ,1,but i think hi act be skill
752,Meredith M was better than all right.  ,1,meredith m be good than all right
753,A very charming film with wonderful sentiment and heart.  ,1,a veri charm film with wonder sentiment and heart
754,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,it be rare when a filmmak take the time to tell a worthi moral tale with care and love that doesnt fall into the trap of be overli syrupi or over indulg
755,Nine out of ten for a truly lovely film.  ,1,nine out of ten for a truli love film
756,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,thi earli film from futur goremeist lucio fulci be a veri good addit to the giallo subgenr
757,This is one of the best Italian thrillers of the early 70's.  ,1,thi be one of the best italian thriller of the earli 70
758,A standout scene.  ,1,a standout scene
760,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,technic the film be well make with impress camerawork solid act and effect music from riz ortolani particularli good be a recur unaccompani femal vocal that sound like it come from a distant hill
761,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,it still wild stuff though and be highli recommend to fan of giallo cinema
762,The movie was very interesting from beginning to the end.  ,1,the movi be veri interest from begin to the end
763,I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,i like the way dustin hoffman charact be readi to do just about everyth to stay with hi son
764,This movie is also revealing.  ,1,thi movi be also reveal
765,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,person i think it show that peopl should learn to find a compromis them self without involv other peopl into issu
768,PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,ps the onli scene in the movi that be cool be when the central charact find her room blow up
769,"It's a fresh, subtle, and rather sublime effect.  ",1,it a fresh subtl and rather sublim effect
770,"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,an italian review call thi a small great film and that right
771,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,all the actor give a wonder perform especi jennif rubin a jami harri who chang from the nervou starlet in the begin through the strang event she be part of to the cool star
772,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,you learn a lot about the real insid emot of peopl in thi movi and a lot about the movi busi itself
773,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,the movi in movi situat in the begin and through the game that be play with her by the act coach be fascin
774,Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,also the music by mark snow be possibl the best score ive ever heard
775,You won't forget this movie!  ,1,you wont forget thi movi
782,"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,i saw it a a child on tv back in 1973 when it be the stranger and i love it
783,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,but the duet between the astronaut and hi doctor at the begin of the movi be a perfect exchang if one consid that thi movi be make well into the cold war and the astronaut big fear be that he have crash in the ussr
784,This movie is so awesome!  ,1,thi movi be so awesom
785,"I loved it, it was really scary.  ",1,i love it it be realli scari
786,I love the Scream movies and all horror movies and this one ranks way up there.  ,1,i love the scream movi and all horror movi and thi one rank way up there
787,If you want a real scare rent this one!  ,1,if you want a real scare rent thi one
788,10/10  ,1,1010
789,This is an extraordinary film.  ,1,thi be an extraordinari film
790,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,a a courtroom drama it compel a an indict on the american justic system it frighten
791,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,thi film highlight the fundament flaw of the legal process that it not about discov guilt or innoc but rather be about who present good in court
792,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,the film be well pace underst and one of the best courtroom documentari ive see
793,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,thi mostli routin factbas tv drama get a boost from the fine perform by cole
794,"Predictable, but not a bad watch.  ",1,predict but not a bad watch
795,It was clear that she had the range and ability to pull off this part.  ,1,it be clear that she have the rang and abil to pull off thi part
796,She carries the movie well.  ,1,she carri the movi well
797,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,constantin give everyth the right intens and seem to have a good understand of the underli psycholog motiv
798,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,it be wonder and inspir to watch and i hope that it get releas again on to video or dvd
807,Editing: The editing of this film was phenomenal in my opinion.  ,1,edit the edit of thi film be phenomen in my opinion
808,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,when a song could explain the emot of the subject well such a when jay adam unfortun life be a subject of talk the song old man by neil young be play which evok mani emot
809,Cinematography: The film was shot in an interesting way.  ,1,cinematographi the film be shoot in an interest way
810,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,of cours the footag from the 70 be graini but that onli enhanc the film
811,This film offers many delights and surprises.  ,1,thi film offer mani delight and surpris
812,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,when achil and philippa beauti sing a duet from don giovanni that perfectli describ their situat in the movi you appreci the subtl layer of thi excel film
813,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,the stori unfold in 18th centuri jutland and the use of period music play on period instrument be just one more fine touch
814,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,you share gener loewenhielm exquisit joy in hi partak of the caill en sarcophag even though you be just watch a movi but you do wish for just a small sampl to savor
815,But this understated film leaves a lasting impression.  ,1,but thi underst film leav a last impress
816,The warmth it generates is in contrast to its austere backdrop.  ,1,the warmth it gener be in contrast to it auster backdrop
817,You will leave the theater wanting to go out and dance under the stars.  ,1,you will leav the theater want to go out and danc under the star
818,"The acting, as you'd expect from this cast, is top notch.  ",1,the act a youd expect from thi cast be top notch
819,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,the charact be flesh out surprisingli well particularli grime and blake and all the actor deliv their sharpli script line with just the right amount of deadpan tongu in cheek to make the dialogu both hilari and realist
820,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,angu scrimm also turn in a good perform in a somewhat brief but memor role a the gentli menac violinplay anatomist doctor quinn
821,Conclusion - I loved it.  ,1,conclus i love it
822,It's a long time since I was so entertained by a movie.  ,1,it a long time sinc i be so entertain by a movi
823,I struggle to find anything bad to say about it.  ,1,i struggl to find anyth bad to say about it
824,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,mark my word thi be one of those cult film like evil dead 2 or phantasm that peopl will still be discov and fall in love with 20 30 40 year down the line
825,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,it pretti surpris that thi wonder film be make in 1949 a hollywood gener have it collect head in the sand concern black and white issu at that time
826,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,the film deserv strong kudo for take thi stand for have except act from it mostli lesserknown cast and for the superintellig script that doesnt insult the audienc or take the easi way out when it come to white racism
827,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,plu with the movi rather modest budget and fast run time it do an amaz job
828,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,juano hernandez an except actor who play support role in mani film of the era be a proud black man who be accus of murder a white man in the south
829,Trumbull on I LOVE LUCY).  ,1,trumbul on i love luci
830,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,see it with your kid if you have a chanceit will open up some amaz dialog about how far race relat have come in the last 50 year
831,See both films if you can.  ,1,see both film if you can
832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,it be that year howev that remind u that huston be still at the top of hi game a evinc by hi faith adapt of jame joyc acclaim novella the dead
833,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,feel thoughtsgabriel discomfort dure the danceal these intang leap to life and come within the viewer grasp in huston portray
842,This movie is possibly one of the most creative works of horror ever.  ,1,thi movi be possibl one of the most creativ work of horror ever
843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,it have everyth you could want suspens drama comedi confus subplot nativ american brain eat if your look for the beall endal of brainsuck movi look no further
844,"With great sound effects, and impressive special effects, I cant recommend this movie enough.  ",1,with great sound effect and impress special effect i cant recommend thi movi enough
845,"Call me a nut, but I think this is one of the best movies ever.  ",1,call me a nut but i think thi be one of the best movi ever
846,Great character actors Telly Savalas and Peter Boyle.  ,1,great charact actor telli savala and peter boyl
858,"I won't spoil it, but the ending in pretty amazing.  ",1,i wont spoil it but the end in pretti amaz
859,"The best scene in the movie is at the end, but I won't spoil it.  ",1,the best scene in the movi be at the end but i wont spoil it
860,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",1,if there be ever an indic of a writer and a director abil to meld two highli volatil tempera into a seamless union of creativ then thi be it
861,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1,the result be a powerhous achiev make more time now perhap becaus of our cultur disturb fascin with celebr and it distort interpret of fame
862,A film not easily forgotten.  ,1,a film not easili forget
863,"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1,but kevin spacey be an excel verbal tsunami a buddi ackerman and total believ becaus he be a great actor
864,The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1,the script of the subtl comedi be unmatch by ani movi in recent year
865,"The characters are interesting, even if a bit predictable.  ",1,the charact be interest even if a bit predict
866,"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1,highli recommend for all age although the young set will probabl not appreci some of the more subtl refer they will certainli appreci one galley scene in particular
867,Great movie!  ,1,great movi
877,Linda Cardellini is the only thing good in this film.  ,1,linda cardellini be the onli thing good in thi film
878,She's poised and amazing.  ,1,she pois and amaz
897,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1,the fact be thi film be a wonder heartwarm tale about two peopl chase their dream
898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",1,the best part about nurs betti be it unpredict
899,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,director neil labut us brutal violenc to seper dream from realiti and along with the touch drama and hilari comedi you can never tell what be go to happen next
903,"There is, however, some pretty good acting (at least, for this type of film).  ",1,there be howev some pretti good act at least for thi type of film
914,I saw this short film on HBO the other day and absolutely loved it.  ,1,i saw thi short film on hbo the other day and absolut love it
915,I didn't realize how wonderful the short really is until the last two scenes.  ,1,i didnt realiz how wonder the short realli be until the last two scene
916,Excellent short film.  ,1,excel short film
917,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,hope the director jam cox can turn the short into a featur length film with the same cast or win u over with a whole new film
921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,not much dialogu not much music the whole film be shoot a elabor and aesthet like a sculptur
926,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,funni clever hip just like pray previou film hype
927,It was a long time that i didn't see a so charismatic actor on screen.  ,1,it be a long time that i didnt see a so charismat actor on screen
928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,paolo sorrentino have write a wonder stori about loneli and toni have build one of the most unforgett charact see in movi in recent year
929,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,the movi be not complet perfect but titta di girolamo will stay with you for a long time after the vision of the movi
930,I rate this movie 9/10.  ,1,i rate thi movi 910
931,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,i do not know if thi be emilio estevez directori debut but the pace the interplay and develop of the charact as well a some clever camera work surround the charact estevez play all suggest a natur eye
932,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,the interplay between martin and emilio contain the same wonder chemistri we saw in wall street with martin and charli
933,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,kathi bate be wonder in her charact subtl desper and escap a variat on her charact in at play in the field of the lord
934,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,for reader who have alreadi see one of miyazaki film he be still in top form and make anoth worthwhil experi
935,"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,it never condescend all the charact have good genuin heart and believ problem
936,The two main characters may be two of the most believable children I ever saw put on screen.  ,1,the two main charact may be two of the most believ child i ever saw put on screen
937,"They are so easy to love, but even more easy to identify with.  ",1,they be so easi to love but even more easi to identifi with
938,This movie is great--especially if you enjoy visual arts.  ,1,thi movi be greatespeci if you enjoy visual art
939,The scenery that the two daughters paint and photograph are beautiful.  ,1,the sceneri that the two daughter paint and photograph be beauti
940,The story is also both funny and poignant at times.  ,1,the stori be also both funni and poignant at time
941,"People who like European films and ""art movies"" will like this movie.  ",1,peopl who like european film and art movi will like thi movi
942,This is truly an art movie--it actually has a lot of art in it.  ,1,thi be truli an art movieit actual have a lot of art in it
943,Go rent it.  ,1,go rent it
944,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,howev after final watch thi film i realiz that not onli have i have a close mind to the brillianc it depict i also find myself watch it over and over again
945,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1,it the one movi that never ceas to interest me simpli becaus it keep me alert a i tri to attempt to deciph it mean
946,Brilliance indeed.  ,1,brillianc inde
947,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,but if you like movi like the matrix and good yet their sequel i think youll appreci the thought provok mindblow experi thi film will give you
948,Think of the film being like a dream.  ,1,think of the film be like a dream
949,Simply beautiful.  ,1,simpli beauti
950,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1,both rickman and stow play their role to the hilt in thi tale of a children book writer who mayb have write a subvers tract
951,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1,it a glorious fun fast pace and fairli accur portray of the night of a raver
952,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,it present a idyl yet seriou portray of the up and down of the charact life
956,But it picked up speed and got right to the point.  ,1,but it pick up speed and get right to the point
957,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1,it show exactli how the govern and the scientist argu for human and the reason of the gadget
958,I enjoyed it.  ,1,i enjoy it
959,I have recommended it to friends.  ,1,i have recommend it to friend
960,I was particularly pleased with the acting ability of Dwight Schultz.  ,1,i be particularli pleas with the act abil of dwight schultz
961,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1,both actor truli understand and becom their particular charact deliv a convinc sincer perform
962,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1,their onscreen chemistri critic to the entir film be genuin
963,"The film's dialogue is natural, real to life.  ",1,the film dialogu be natur real to life
964,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1,the writer gorman bechard undoubtedli do hi homework becaus all refer be industri and characterag appropri
965,The incredible soundtrack truly captures the essence of the film.  ,1,the incred soundtrack truli captur the essenc of the film
966,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1,each track command sentiment actual contribut to the scene and charact
967,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1,definit worth see it the sort of thought provok film that forc you to question your own threshold of loneli
968,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1,hayao miyazaki late and eighth film for studio ghibili gake no ue no ponyo ponyo on the cliff by the sea be a wonder fun and imagin look at childhood
969,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1,at a time when it seem that film anim have be domin by disneypixar cgi masterpiec it be both refresh and comfort to know that miyazaki be still reli on tradit handdrawn anim to tell hi charm and enchant stori
970,Enough can not be said of the remarkable animation in this film.  ,1,enough can not be say of the remark anim in thi film
971,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1,the art style have the appear of crayonpencil draw and be wonder color and fanci
975,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1,still it make up for all of thi with a super end that depict a great sea vessel be take out by the mighti frost
976,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1,just consid the excel stori solid act and look of the film a ad bonu
978,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1,then i watch it again two sunday ago march 20th 2005 and i begin to realli enjoy it and thi time i tap the entir thing
979,It is a very well acted and done TV Movie.  ,1,it be a veri well act and do tv movi
980,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1,judith light be one of my favorit actress and i think she do a superb job in thi film
981,I keep watching it over and over.  ,1,i keep watch it over and over
982,"It's a sad movie, but very good.  ",1,it a sad movi but veri good
983,"If you have not seen this movie, I definitely recommend it!  ",1,if you have not see thi movi i definit recommend it
984,"She is as lovely as usual, this cutie!  ",1,she be as love a usual thi cuti
985,Still it's quite interesting and entertaining to follow.  ,1,still it quit interest and entertain to follow
986,;) Recommend with confidence!  ,1,recommend with confid
987,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1,thi movi be wellbalanc with comedi and drama and i thoroughli enjoy myself
988,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1,it be a riot to see hugo weav play a sexobsess gay real estat salesman who use hi client hous for hi tryst with the flame darren tom holland
989,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1,anyway the plot flow smoothli and the malebond scene be a hoot
990,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1,the open sequenc of thi gem be a classic and the cat n mous game that follow be a delight to watch
991,Fans of the genre will be in heaven.  ,1,fan of the genr will be in heaven
992,Lange had become a great actress.  ,1,lang have becom a great actress
993,It looked like a wonderful story.  ,1,it look like a wonder stori
1000,Wow... Loved this place.,1,wow love thi place
