,text,sentiment,clean_message
572,Not recommended.  ,0,not recommend
573,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,he be almost unbear to watch on screen he have littl to no charisma and terribl comed time
574,"Aside from it's terrible lead, this film has loads of other debits.  ",0,asid from it terribl lead thi film have load of other debit
575,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,i understand that it suppos to be a cheap popcorn comedi but that doesnt mean that it have to complet insult our intellig and have write so incred hackney that it border on offens
576,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,lewi black consider talent be wast here too a he be at hi most incendiari when he be unrestrain which the pg13 rate certainli wont allow
578,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,with the origin and fresh of the first movi now spend thi remak have littl els to offer
579,The budget was evidently very limited.  ,0,the budget be evid veri limit
580,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,thi be reflect not onli in the cast but also in the belowpar script which borrow much from the earli classic
581,"However, here there was no decent acting, action or location work to balance things up.  ",0,howev here there be no decent act action or locat work to balanc thing up
582,Filmiing was less expansive.  ,0,filmi be less expans
583,It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,it fail to convey the broad sweep of landscap that be a great part of the origin
584,Generally; it just lacked imagination.  ,0,gener it just lack imagin
585,Not recommended.  ,0,not recommend
586,Is it possible for a movie to get any worse than this?  ,0,be it possibl for a movi to get ani bad than thi
587,There is no plot here to keep you going in the first place.  ,0,there be no plot here to keep you go in the first place
588,"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,even when the woman final show up there be no sign of improv the most expect thing happen and by the time the film be over you might be far asleep
589,"Beware: this is not a trashy cult movie, this is trash -period!  ",0,bewar thi be not a trashi cult movi thi be trash period
590,I can't believe there's even a sequel to this!  ,0,i cant believ there even a sequel to thi
591,Which is precisely why I am giving it such a bad review!  ,0,which be precis whi i be give it such a bad review
598,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,everi element of thi stori be so over the top excess phoni and contriv that it be pain to sit through
599,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,her line seem to have be write by a fifteen year old though they be tri oh so so hard to sound like how a fifteen year old would realli um you know well talk
601,There is simply no excuse for something this poorly done.  ,0,there be simpli no excus for someth thi poorli do
602,I saw this movie and I thought this is a stupid movie.  ,0,i saw thi movi and i think thi be a stupid movi
603,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,what be even more stupid be that who have think an idea that there should be a volcano in lo angel
604,"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,to be honest with you thi be unbeliev nonsens and veri foolish
605,"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,in conclus i will not bother with thi movi becaus a volcano in lo angel be noth but nonsens
606,The story line is just awful!  ,0,the stori line be just aw
607,It's just painful!  ,0,it just pain
608,And the accents are absolutely abysmal!  ,0,and the accent be absolut abysm
609,There's also enough hypocrisy in this film to make me vomit.  ,0,there also enough hypocrisi in thi film to make me vomit
610,Don't waste your time watching this rubbish non-researched film.  ,0,dont wast your time watch thi rubbish nonresearch film
614,Omit watching this.  ,0,omit watch thi
616,My rating: just 3 out of 10.  ,0,my rate just 3 out of 10
624,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,the basic premis be wast sinc it be sidelin by the inexplic focu on the documentari crew
625,"Regardless, the film fails on most levels.  ",0,regardless the film fail on most level
626,Avoid at all costs.  ,0,avoid at all cost
633,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,i know that jim oconnor be veri energet and that nobodi could be as much a him but georg be well dull
634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,he realli didnt seem to want to be host hi voiceov be monoton didnt get involv with the guest
645,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,thi movi be so mindbendingli aw it couldnt have even be creat
646,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,the film lack ani real scare or tension some of the medic terminolog use throughout be a bit iffi to say the least i say that a an insulin depend diabet myself
647,The least said about the acting the better.  ,0,the least say about the act the good
664,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,even allow for poor product valu for the time 1971 and the format some kind of miniseri thi be baaaaaad
665,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,unless your just out to visual collect all extant film of austen work you can skip thi one
667,It is not good.  ,0,it be not good
668,"Speaking of the music, it is unbearably predictably and kitchy.  ",0,speak of the music it be unbear predict and kitchi
669,Then the film just dropped the ball.  ,0,then the film just drop the ball
685,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,there be mani continu error one other user comment on differ car in the garag joe glassesth one that get to me the most be the fact joe facial hair configur seem to chang from scene to scene
688,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,i cant see how thi movi can be an inspir to anyon to come out or overcom fear and reject
689,It's so bad it's actually worth seeing just for that reason.  ,0,it so bad it actual worth see just for that reason
696,Well... Just if you keep thinking how bad it is.  ,0,well just if you keep think how bad it be
697,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,it a mediocr miser hollow laughabl and predict piec of garbag
698,It's a case of 'so bad it is laughable'.  ,0,it a case of so bad it be laughabl
699,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,veri bad perform play angela bennett a comput expert who be at home all the time
700,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,it be a film about noth just a pretext to show ridicul action scene
701,How awful she is!  ,0,how aw she be
702,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,but she be still a bad actress repeat her robot face move in each of her pictur
703,"The results, well, are a shame.  ",0,the result well be a shame
704,DELETE this film from your mind!  ,0,delet thi film from your mind
705,One of the worst shows of all time.  ,0,one of the bad show of all time
706,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,the show would begin with smart as ed comment to each other that would be total off the wall and uncal for
707,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,the fat comput geek be unbeliev the bibl thumper the badass girl who be these actor
708,Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,never heard of ani of them except cole who be total unbeliev in the part
709,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,everi time he open hi mouth you expect to hear you see kid pull the plug be a merci kill for thi horribl show
710,The stories were as unbelievable as the actors.  ,0,the stori be as unbeliev a the actor
711,Lame would be the best way to describe it.  ,0,lame would be the best way to describ it
715,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,im big fan of rpg game too but thi movi it a disgrac to ani selfrespect rpger there be
716,"The lines, the cuts, the audio, everything is wrong.  ",0,the line the cut the audio everyth be wrong
717,You can find better movies at youtube.  ,0,you can find good movi at youtub
718,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,top line dont wast your time and money on thi one it as bad a it come
719,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,a lassi movi which should have be put to sleep forev
720,That's how I'd describe this painfully dreary time-waster of a film.  ,0,that how id describ thi pain dreari timewast of a film
721,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,so mediocr in everi aspect that it just becom a dull uninterest mess thi be one of the most forgett movi ive see
722,"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,it isnt even an achiev a a sobaditsgood or sobaditsmemor movi
723,"It's an empty, hollow shell of a movie.  ",0,it an empti hollow shell of a movi
724,"Seriously, it's not worth wasting your, or your kid's time on.  ",0,serious it not worth wast your or your kid time on
725,"Avoid, avoid, avoid!  ",0,avoid avoid avoid
726,It will drive you barking mad!  ,0,it will drive you bark mad
735,Nothing new there.  ,0,noth new there
736,That was done in the second movie.  ,0,that be do in the second movi
737,The movie has almost no action scenes in it and very little comedy.  ,0,the movi have almost no action scene in it and veri littl comedi
738,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,the plot have more hole than a pair of fishnet stock and the direct and edit be astonishingli ham fist
739,What on earth is Irons doing in this film?  ,0,what on earth be iron do in thi film
750,The football scenes at the end were perplexing.  ,0,the footbal scene at the end be perplex
759,This scene is very strong and unpleasant.  ,0,thi scene be veri strong and unpleas
766,And it was boring.  ,0,and it be bore
767,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,i be so tire of cliché that be just lazi write and here they come in thick and fast
776,Why was this film made?  ,0,whi be thi film make
777,The film has an ultra-cheap look to it.  ,0,the film have an ultracheap look to it
778,The result is a film that just don't look right.  ,0,the result be a film that just dont look right
779,None of them are engaging or exciting.  ,0,none of them be engag or excit
780,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,the plot be nonsens that doesnt interest in the slight way or have ani uniqu to it
781,The Foreigner is not worth one second of your time.  ,0,the foreign be not worth one second of your time
799,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,how thi piec of trash be ever releas be beyond me the act the stori the charact the supposedli special effect etcit all wrong
800,"In fact, this stinker smells like a direct-to-video release.  ",0,in fact thi stinker smell like a directtovideo releas
801,Avoid at ALL costs!  ,0,avoid at all cost
802,Star Trek V The final Frontier is the worst in the series.  ,0,star trek v the final frontier be the bad in the seri
803,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,the act from all involv and that includ those like shatner and nimoy be bad and wash out and make them seem as old a they look in real life the special effect be tacki like when spock have to rescu kirk on a jet pack when he fall down from a mountain
804,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,the attempt at humor be piti and stori be so aw it dosent bear think about which basic involv a vulcan steal the enterpris to find god serious i just didnt care about ani of thi film and oh not to mention uhura do a belli danc to distract male guard
805,The only place good for this film is in the garbage.  ,0,the onli place good for thi film be in the garbag
806,The worst one of the series.  ,0,the bad one of the seri
834,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,veri disappoint and wonder how it could be in the oscar shortlist
835,It's very slow.  ,0,it veri slow
836,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,lot of hole in the plot there noth about how he becom the emperor noth about where he spend 20 year between hi childhood and matur age
837,) Don't waste your time.  ,0,dont wast your time
838,End of Days is one of the worst big-budget action movies I've ever seen.  ,0,end of day be one of the bad bigbudget action movi ive ever see
839,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,he sure doesnt know how to make a coher action movi from the screenwrit of air forc one who be onli oblig to write the script just for a big sum of money
840,This was one of the worst films i have ever seen.  ,0,thi be one of the bad film i have ever see
841,I'm still trying to get over how bad it was.  ,0,im still tri to get over how bad it be
847,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",0,1 hour 54 minut of sheer tedium melodrama and horribl act a mess of a script and a sink feel of good lord what be they think
848,Lots of holes in the script.  ,0,lot of hole in the script
849,It's like a bad two hour TV movie.  ,0,it like a bad two hour tv movi
850,Now imagine that every single one of those decisions was made wrong.  ,0,now imagin that everi singl one of those decis be make wrong
851,The dialogue is atrocious.  ,0,the dialogu be atroci
852,The acting is beyond abysmal.  ,0,the act be beyond abysm
853,Everything stinks.  ,0,everyth stink
854,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0,troubl be the write and direct make it imposs to establish those thing that make a movi watchabl like charact stori theme and so on
855,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",0,bad there an incred weak subplot throw in that follow a littl band of latterday mansonit a they go after a report who work on a stori on the anniversari of the kill
856,"It's dumb and pointless, and a complete waste of time.  ",0,it dumb and pointless and a complet wast of time
857,"In short, don't bother with this movie.  ",0,in short dont bother with thi movi
868,Also the story and acting were weak.  ,0,also the stori and act be weak
869,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",0,at around 4 pm i buy it at around 8pm i start to watch at around 815pm i fast forward the remain film to see if there be anyth leav watchabl for a human be with a brain but there wasnt
870,"Either way, it sucks.  ",0,either way it suck
871,The script is horrendously stupid.  ,0,the script be horrend stupid
872,The story starts too fast with absolutely no suspense or build-up in the slightest.  ,0,the stori start too fast with absolut no suspens or buildup in the slightest
873,Everything Captain Howdy says is either laughable or just plain stupid.  ,0,everyth captain howdi say be either laughabl or just plain stupid
874,What the hell kind of crap is that?!  ,0,what the hell kind of crap be that
875,"Then, there's the plot holes.  ",0,then there the plot hole
876,You could drive a semi truck into these holes!  ,0,you could drive a semi truck into these hole
879,Dee Snider just plain sucks.  ,0,dee snider just plain suck
880,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",0,he cant act one of the least scari villain i have ever see he cant write do he write thi damn movi in hi sleep
881,I was bored throughout the whole damn thing.  ,0,i be bore throughout the whole damn thing
882,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",0,the act suck the music suck the script suck the pace suck the special fx suck the direct suck basic thi movi suck
883,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,0,thi film tri to be a seriou and sophist thrillerhorror flick and it fail miser
884,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0,thi be probabl one of the least effect and utterli unorigin film i have ever see in my entir life
885,A piece of cinematic garbage captured on celluloid.  ,0,a piec of cinemat garbag captur on celluloid
886,Avoid at any and all costs.  ,0,avoid at ani and all cost
887,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0,at ani rate thi film stink it not funni and fulci should have stay with giallo and supernatur zombi movi
888,Avoid this film at all costs.  ,0,avoid thi film at all cost
889,"I don't know what happened in Season Five, what a mess.  ",0,i dont know what happen in season five what a mess
890,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,0,the onli consist thread hold the seri togeth be the amaz perform of leni parker and anita laselva a the two taelon in quiet idealog conflict
891,Now this is a movie I really dislike.  ,0,now thi be a movi i realli dislik
892,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,0,it one of the most bore horror movi from the 90 mainli becaus it start slow and center in a bore atmospher
893,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",0,the puppet look realli cheesi not in a good way like in the puppet master 80 flick
894,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",0,the stori be lame not interest and never realli explain the sinist origin of the puppet
895,There aren't death scenes like in previous movies and the f/x are terrible.  ,0,there arent death scene like in previou movi and the fx be terribl
896,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0,i felt asleep the first time i watch it so i can recommend it for insomniac
900,"Otherwise, don't even waste your time on this.  ",0,otherwis dont even wast your time on thi
901,This one just fails to create any real suspense.  ,0,thi one just fail to creat ani real suspens
902,"As for the killer, don't expect anything original or even remotely frightening.  ",0,a for the killer dont expect anyth origin or even remot frighten
904,I'm so sorry but I really can't recommend it to anyone.  ,0,im so sorri but i realli cant recommend it to anyon
905,"One of the most boring,pointless movies I have ever seen.  ",0,one of the most boringpointless movi i have ever see
906,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,the secondari plot line be incomprehens and it relat to the primari plot line be mystifi
907,Hated it.  ,0,hat it
908,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,thi be one of the bad sandra bullock movi sinc speed 2 but not quit that bad
909,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,i dont understand how thi garbag get on the shelf of the movi store it not even a real movi
910,I highly doubt that anyone could ever like this trash.  ,0,i highli doubt that anyon could ever like thi trash
911,This is not movie-making.  ,0,thi be not moviemak
912,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,the act be like watch wooden puppet move around and read from a book that how bad it be
913,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,so i be here to warn youdo not rent thi movi it be the dumb thing you have never see
918,"I agree with Jessica, this movie is pretty bad.  ",0,i agre with jessica thi movi be pretti bad
919,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,charact be onedimension even the good guy and especi the bad guy
920,The story line is totally predictable.  ,0,the stori line be total predict
922,I've seen soap operas more intelligent than this movie.  ,0,ive see soap opera more intellig than thi movi
923,"Bad characters, bad story and bad acting.  ",0,bad charact bad stori and bad act
924,Really awful.  ,0,realli aw
925,Not easy to watch.  ,0,not easi to watch
953,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0,just whatev you do avoid groov a it the antithesi of all that be good about human traffic
954,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0,it too bad that everyon els involv didnt share crow level of dedic to qualiti for if they do wed have a far good film on our hand than thi subpar mess
955,The movie seemed a little slow at first.  ,0,the movi seem a littl slow at first
972,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0,if you act in such a film you should be glad that your gon na drift away from earth as far a possibl
973,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,thi one want to surf on the small wave of space movi in 1998 deep impact and armageddon and thi one fail everywher
974,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0,if you havent choke in your own vomit by the end by all the cheap drama and worthless dialogu youv must have bore yourself to death with thi wast of time
977,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0,instead we get a bore fest about a whini spoil brat babysit
994,I never walked out of a movie faster.  ,0,i never walk out of a movi faster
995,I just got bored watching Jessice Lange take her clothes off!  ,0,i just get bore watch jessic lang take her cloth off
996,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0,unfortun ani virtu in thi film product work be lose on a regrett script
997,"In a word, it is embarrassing.  ",0,in a word it be embarrass
998,Exceptionally bad!  ,0,except bad
999,All in all its an insult to one's intelligence and a huge waste of money.  ,0,all in all it an insult to one intellig and a huge wast of money
1001,Crust is not good.,0,crust be not good
1002,Not tasty and the texture was just nasty.,0,not tasti and the textur be just nasti
1005,Now I am getting angry and I want my damn pho.,0,now i be get angri and i want my damn pho
1006,Honeslty it didn't taste THAT fresh.),0,honeslti it didnt tast that fresh
1007,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0,the potato be like rubber and you could tell they have be make up ahead of time be keep under a warmer
1011,Would not go back.,0,would not go back
1012,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0,the cashier have no care what so ever on what i have to say it still end up be wayyy overpric
1014,I was disgusted because I was pretty sure that was human hair.,0,i be disgust becaus i be pretti sure that be human hair
1015,I was shocked because no signs indicate cash only.,0,i be shock becaus no sign indic cash onli
1017,Waitress was a little slow in service.,0,waitress be a littl slow in servic
1018,"This place is not worth your time, let alone Vegas.",0,thi place be not worth your time let alon vega
1019,did not like at all.,0,do not like at all
1020,The Burrittos Blah!,0,the burritto blah
1026,- They never brought a salad we asked for.,0,they never bring a salad we ask for
1028,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0,take an hour to get our food onli 4 tabl in restaur my food be luke warm our sever be run around like he be total overwhelm
1029,The worst was the salmon sashimi.,0,the bad be the salmon sashimi
1031,This was like the final blow!,0,thi be like the final blow
1033,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0,seem like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewher
1037,"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0,poor servic the waiter make me feel like i be stupid everi time he come to the tabl
1039,Service sucks.,0,servic suck
1041,There is not a deal good enough that would drag me into that establishment again.,0,there be not a deal good enough that would drag me into that establish again
1042,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0,hard to judg whether these side be good becaus we be gross out by the melt styrofoam and didnt want to eat it for fear of get sick
1044,"Frozen pucks of disgust, with some of the worst people behind the register.",0,frozen puck of disgust with some of the bad peopl behind the regist
1046,It's too bad the food is so damn generic.,0,it too bad the food be so damn gener
1053,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,they have horribl attitud toward custom and talk down to each one when custom dont enjoy their food
1056,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0,the heart attack grill in downtown vega be an absolut flatlin excus for a restaur
1057,Not much seafood and like 5 strings of pasta at the bottom.,0,not much seafood and like 5 string of pasta at the bottom
1059,"The ripped banana was not only ripped, but petrified and tasteless.",0,the rip banana be not onli rip but petrifi and tasteless
1060,At least think to refill my water before I struggle to wave you over for 10 minutes.,0,at least think to refil my water befor i struggl to wave you over for 10 minut
1068,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,we get the food and appar they have never hear of salt and the batter on the fish be chewi
1072,The service was meh.,0,the servic be meh
1073,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,it take over 30 min to get their milkshak which be noth more than chocol milk
1074,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,i guess i should have know that thi place would suck becaus it be insid of the excalibur but i didnt use my common sens
1075,The scallop dish is quite appalling for value as well.,0,the scallop dish be quit appal for valu as well
1076,2 times - Very Bad Customer Service !,0,2 time veri bad custom servic
1079,There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,there be so much good food in vega that i feel cheat for wast an eat opportun by go to rice and compani
1080,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,come here be like experi an underwhelm relationship where both parti cant wait for the other person to ask to break up
1081,walked in and the place smelled like an old grease trap and only 2 others there eating.,0,walk in and the place smell like an old greas trap and onli 2 other there eat
1082,The turkey and roast beef were bland.,0,the turkey and roast beef be bland
1084,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,the pan cake everyon be rave about tast like a sugari disast tailor to the palat of a six year old
1086,The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,the poor batter to meat ratio make the chicken tender veri unsatisfi
1090,"In summary, this was a largely disappointing dining experience.",0,in summari thi be a larg disappoint din experi
1092,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,never be to hard rock casino befor will never ever step forward in it again
1094,say bye bye to your tip lady!,0,say bye bye to your tip ladi
1095,We'll never go again.,0,well never go again
1098,It was not good.,0,it be not good
1110,"REAL sushi lovers, let's be honest - Yama is not that good.",0,real sushi lover let be honest yama be not that good
1111,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0,at least 40min pass in between u order and the food arriv and it wasnt that busi
1116,It was pretty gross!,0,it be pretti gross
1117,I've had better atmosphere.,0,ive have well atmospher
1118,Kind of hard to mess up a steak but they did.,0,kind of hard to mess up a steak but they do
1119,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,although i veri much like the look and sound of thi place the actual experi be a bit disappoint
1120,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0,i just dont know how thi place manag to serv the bland food i have ever eat when they be prepar indian cuisin
1121,"Worst service to boot, but that is the least of their worries.",0,worst servic to boot but that be the least of their worri
1125,"Host staff were, for lack of a better word, BITCHES!",0,host staff be for lack of a good word bitch
1126,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0,bland not a like thi place for a number of reason and i dont want to wast time on bad review ill leav it at that
1128,I wouldn't return.,0,i wouldnt return
1130,This place is way too overpriced for mediocre food.,0,thi place be way too overpric for mediocr food
1133,The management is rude.,0,the manag be rude
1138,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0,he be extrem rude and realli there be so mani other restaur i would love to dine at dure a weekend in vega
1140,Don't do it!!!!,0,dont do it
1141,The waiter wasn't helpful or friendly and rarely checked on us.,0,the waiter wasnt help or friendli and rare check on u
1142,My husband and I ate lunch here and were very disappointed with the food and service.,0,my husband and i ate lunch here and be veri disappoint with the food and servic
1143,And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,and the red curri have so much bamboo shoot and wasnt veri tasti to me
1146,"The menu is always changing, food quality is going down & service is extremely slow.",0,the menu be alway chang food qualiti be go down servic be extrem slow
1147,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,the servic be a littl slow consid that be serv by 3 peopl server so the food be come in a slow pace
1148,I give it 2 thumbs down,0,i give it 2 thumb down
1149,We watched our waiter pay a lot more attention to other tables and ignore us.,0,we watch our waiter pay a lot more attent to other tabl and ignor u
1152,We waited for forty five minutes in vain.,0,we wait for forti five minut in vain
1153,Crostini that came with the salad was stale.,0,crostini that come with the salad be stale
1159,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,unfortun we must have hit the bakeri on leftov day becaus everyth we order be stale
1160,I came back today since they relocated and still not impressed.,0,i come back today sinc they reloc and still not impress
1163,Avoid at all cost!,0,avoid at all cost
1167,So don't go there if you are looking for good food...,0,so dont go there if you be look for good food
1168,I've never been treated so bad.,0,ive never be treat so bad
1170,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0,we also order the spinach and avocado salad the ingredi be sad and the dress liter have zero tast
1175,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,perhap i catch them on an off night judg by the other review but im not inspir to go back
1176,The service here leaves a lot to be desired.,0,the servic here leav a lot to be desir
1179,We literally sat there for 20 minutes with no one asking to take our order.,0,we liter sit there for 20 minut with no one ask to take our order
1180,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,the burger have absolut no flavor the meat itself be total bland the burger be overcook and there be no charcoal flavor
1181,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,i also decid not to send it back becaus our waitress look like she be on the verg of have a heart attack
1182,I dressed up to be treated so rudely!,0,i dress up to be treat so rude
1183,It was probably dirt.,0,it be probabl dirt
1186,"The food sucked, which we expected but it sucked more than we could have imagined.",0,the food suck which we expect but it suck more than we could have imagin
1192,"When my order arrived, one of the gyros was missing.",0,when my order arriv one of the gyro be miss
1194,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,im not realli sure how joey be vote best hot dog in the valley by reader of phoenix magazin
1196,The live music on Fridays totally blows.,0,the live music on friday total blow
1197,I've never been more insulted or felt disrespected.,0,ive never be more insult or felt disrespect
1202,The warm beer didn't help.,0,the warm beer didnt help
1206,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,ive live here sinc 1979 and thi be the first and last time ive step foot into thi place
1207,The WORST EXPERIENCE EVER.,0,the bad experi ever
1208,Must have been an off night at this place.,0,must have be an off night at thi place
